file,running_time(s),iseffective
3x3_1,0.023936,True
3x3_10,0.003028,True
3x3_2,0.020956,True
3x3_3,0.062840,True
3x3_4,0.000000,True
3x3_5,0.000961,True
3x3_6,0.023936,True
3x3_7,0.001004,True
3x3_8,0.000000,True
3x3_9,0.006982,True
